PaikkaNimi;Varaustyyppi;Kohdetyyppi;PaakohdeNimi;VarauksenTila;TuoreimmanVarauksenPaatymisaikaUtc;Varaustapa;Varattavissa;HintaAlv0;HintaAlv%;Aktiivinen;KeskipisteP;KeskipisteI
LauttarantaB066;Venepaikat;Kävelyaisa 3.2x10x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701641.7495532585;23457631.631130949
LauttarantaB067;Venepaikat;Kävelyaisa 3.2x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701629.7834755331;23457637.781471208
LauttarantaB068;Venepaikat;Kävelyaisa 3.2x10x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701642.3694978077;23457635.99121147
LauttarantaC001;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2020-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701573.3826781902;23457514.823202904
LauttarantaC002;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701584.0117295953;23457513.289428193
LauttarantaC003;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701573.8891795948;23457518.371728193
LauttarantaC004;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701584.5007795962;23457516.84952819
LauttarantaC005;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701574.3843422132;23457521.974168904
LauttarantaC006;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701585.0064014038;23457520.399825286
LauttarantaC007;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701574.9883781914;23457526.233702905
LauttarantaC008;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701585.6090218099;23457524.686897095
LauttarantaC009;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701575.476601406;23457529.586825285
LauttarantaC010;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701586.0735704042;23457528.072071809
LauttarantaC011;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;379.0300;24.00;1;6701576.0762795955;23457533.98202819
LauttarantaC012;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701586.6722000008;23457532.404100001
LauttarantaC013;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701576.5364500005;23457537.379500002
LauttarantaC014;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;379.0300;24.00;1;6701587.1790500004;23457535.84375
LauttarantaC015;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2020-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;379.0300;24.00;1;6701577.1375795947;23457541.715228193
LauttarantaC016;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701587.7582781911;23457540.163652904
LauttarantaC017;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701577.6110577863;23457545.164631095
LauttarantaC018;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701588.2495218087;23457543.630047094
LauttarantaC019;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701578.2369959317;23457549.490433652
LauttarantaC020;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2018-05-30 10:32:39.913;0 - Julkisesti;Kylla - julkisesti;379.0300;24.00;1;6701588.8437803863;23457547.933371469
LauttarantaC021;Venepaikat;Kävelyaisa 3.2x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701577.71655;23457552.885300003
LauttarantaC022;Venepaikat;Kävelyaisa 3.2x10x1.4 m;Satama: Lauttaranta;Paattynyt;2019-07-30 05:43:13.190;0 - Julkisesti;Kylla - julkisesti;411.2900;24.00;1;6701590.3407787904;23457551.103902157
LauttarantaC023;Venepaikat;Kävelyaisa 3.2x10x1.7 m;Satama: Lauttaranta;Paattynyt;2019-07-15 12:25:17.633;0 - Julkisesti;Kylla - julkisesti;411.2900;24.00;1;6701578.2930419995;23457557.263191503
LauttarantaC024;Venepaikat;Kävelyaisa 3.2x10x1.4 m;Satama: Lauttaranta;Paattynyt;2018-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;411.2900;24.00;1;6701590.9507477917;23457555.446546059
LauttarantaC025;Venepaikat;Kävelyaisa 3.2x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701578.8741000006;23457561.213950001
LauttarantaC026;Venepaikat;Kävelyaisa 3.2x10x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701591.5241244677;23457559.473428786
LauttarantaC027;Venepaikat;Kävelyaisa 4x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701579.5523500005;23457566.020800002
LauttarantaC028;Venepaikat;Kävelyaisa 4x10x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701592.1870014071;23457564.242775284
LauttarantaC029;Venepaikat;Kävelyaisa 4x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701580.1527922126;23457570.454818904
LauttarantaC030;Venepaikat;Kävelyaisa 4x10x1.4 m;Satama: Lauttaranta;Paattynyt;2021-10-21 05:42:42.437;0 - Julkisesti;Kylla - julkisesti;500.0000;24.00;1;6701592.836600001;23457568.685150001
LauttarantaC031;Venepaikat;Kävelyaisa 4x10x1.7 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;500.0000;24.00;1;6701580.8926499998;23457575.609549999
LauttarantaC032;Venepaikat;Kävelyaisa 4x10x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701593.5413499996;23457573.817949999
LauttarantaC033;Venepaikat;Kävelyaisa 4x10x1.7 m;Satama: Lauttaranta;Paattynyt;2021-06-29 12:25:28.307;0 - Julkisesti;Kylla - julkisesti;500.0000;24.00;1;6701581.5262295958;23457580.093078192
LauttarantaC034;Venepaikat;Kävelyaisa 4x10x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701594.1818999993;23457578.313000001
LauttarantaC035;Venepaikat;Kävelyaisa 4x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701582.2588718086;23457585.234247096
LauttarantaC036;Venepaikat;Kävelyaisa 4x10x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701594.8994704038;23457583.464021809
LauttarantaC037;Venepaikat;Kävelyaisa 4x10x1.7 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;500.0000;24.00;1;6701582.9157514041;23457589.781675287
LauttarantaC038;Venepaikat;Kävelyaisa 4x10x1.4 m;Satama: Lauttaranta;Paattynyt;NULL;0 - Julkisesti;Kylla - julkisesti;500.0000;24.00;1;6701595.5561000006;23457587.99295
LauttarantaC039;Venepaikat;Kävelyaisa 4x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701583.5981999999;23457594.903300002
LauttarantaC040;Venepaikat;Kävelyaisa 4x10x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701596.2819204042;23457593.191121809
LauttarantaC041;Venepaikat;Kävelyaisa 4x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701584.2366718091;23457599.359147094
LauttarantaC042;Venepaikat;Kävelyaisa 4x10x1.4 m;Satama: Lauttaranta;Paattynyt;2020-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;500.0000;24.00;1;6701596.9199999999;23457597.560850002
LauttarantaC043;Venepaikat;Kävelyaisa 4x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701584.9813795956;23457604.515978191
LauttarantaC044;Venepaikat;Kävelyaisa 4x10x1.7 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;500.0000;24.00;1;6701597.6178499991;23457602.719900001
LauttarantaC045;Venepaikat;Kävelyaisa 4x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701585.6183999991;23457608.984200001
LauttarantaC046;Venepaikat;Kävelyaisa 4x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701598.2478704043;23457607.163621809
LauttarantaC047;Venepaikat;Kävelyaisa 4x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701586.3328499999;23457614.128850002
LauttarantaC048;Venepaikat;Kävelyaisa 4x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701599.0092500001;23457612.38075
LauttarantaC049;Venepaikat;Kävelyaisa 4x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701586.9521795958;23457618.523378193
LauttarantaC050;Venepaikat;Kävelyaisa 4x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701599.615479595;23457616.790278193
LauttarantaC051;Venepaikat;Kävelyaisa 4x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701587.7150499998;23457623.889600001
LauttarantaC052;Venepaikat;Kävelyaisa 4x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701600.3533514049;23457622.052475289
LauttarantaC053;Venepaikat;Kävelyaisa 4x12x1.8 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;596.7800;24.00;1;6701587.344325494;23457628.368278667
LauttarantaC054;Venepaikat;Kävelyaisa 4x12x1.7 m;Satama: Lauttaranta;Paattynyt;2019-05-02 06:55:25.547;0 - Julkisesti;Kylla - julkisesti;596.7800;24.00;1;6701601.963325494;23457626.195278667
LauttarantaC055;Venepaikat;Kävelyaisa 4x12x1.8 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;596.7800;24.00;1;6701588.1136754937;23457633.564578667
LauttarantaC056;Venepaikat;Kävelyaisa 4x12x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;596.7800;24.00;1;6701602.7576958388;23457631.458119046
LauttarantaC057;Venepaikat;Kävelyaisa 4x12x1.8 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;596.7800;24.00;1;6701588.7556713261;23457638.061647717
LauttarantaC058;Venepaikat;Kävelyaisa 4x12x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;596.7800;24.00;1;6701603.3815286728;23457635.896052282
LauttarantaC059;Venepaikat;Kävelyaisa 4x12x1.8 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;596.7800;24.00;1;6701589.5264713261;23457643.204547718
LauttarantaC060;Venepaikat;Kävelyaisa 4x12x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;596.7800;24.00;1;6701604.1204713257;23457641.125147715
LauttarantaD001;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2019-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701533.352907788;23457518.193681095
LauttarantaD002;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2017-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701544.0714514041;23457517.969375286
LauttarantaD003;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701533.8292485951;23457521.660024714
LauttarantaD004;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2015-06-18 06:06:22.320;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701544.6019281922;23457521.548402905
LauttarantaD005;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2015-12-31 00:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701534.2950295955;23457525.189278193
LauttarantaD006;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701545.0970485955;23457525.192924712
LauttarantaD007;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701534.8080514045;23457528.718475286
LauttarantaD008;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;NULL;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701545.5308485953;23457528.699524712
LauttarantaD009;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;NULL;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701535.2878704034;23457532.363721807
LauttarantaD010;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2020-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701546.0259204032;23457532.282721806
LauttarantaD011;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2017-03-01 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701535.7482922124;23457535.989618905
LauttarantaD012;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701546.4750485951;23457535.850624714
LauttarantaD013;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701536.247392212;23457539.518818904
LauttarantaD014;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701546.9547718083;23457539.418497097
LauttarantaD015;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701536.7464922126;23457543.086718906
LauttarantaD016;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2017-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701547.4345281916;23457542.940402903
LauttarantaD017;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701537.2558485959;23457546.701724712
LauttarantaD018;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701547.9456485957;23457546.508424714
LauttarantaD019;Venepaikat;Kävelyaisa 4x10x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701537.0287999995;23457552.317049999
LauttarantaD020;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2020-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701548.4560704036;23457550.076421808
LauttarantaD021;Venepaikat;Kävelyaisa 4x10x1.6 m;Satama: Lauttaranta;Paattynyt;2019-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;500.0000;24.00;1;6701537.5932514044;23457556.513475288
LauttarantaD022;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;NULL;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701548.9355485961;23457553.643924713
LauttarantaD023;Venepaikat;Kävelyaisa 4x10x1.6 m;Satama: Lauttaranta;Paattynyt;2022-03-01 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;500.0000;24.00;1;6701538.3076999998;23457561.87985
LauttarantaD024;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701549.4111514045;23457557.213875286
LauttarantaD025;Venepaikat;Kävelyaisa 4x10x1.6 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;500.0000;24.00;1;6701538.9205704043;23457566.269621808
LauttarantaD026;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2015-12-31 00:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701549.9445922123;23457560.841118906
LauttarantaD027;Venepaikat;Kävelyaisa 4x10x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701539.671728191;23457571.622452904
LauttarantaD028;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701550.4243922122;23457564.370718904
LauttarantaD029;Venepaikat;Kävelyaisa 4x10x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701540.2807;23457575.918450002
LauttarantaD030;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701550.9123704033;23457567.867221806
LauttarantaD031;Venepaikat;Kävelyaisa 4x10x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701541.02415;23457581.140750002
LauttarantaD032;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2018-04-15 11:59:59.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701551.4030295955;23457571.372378193
LauttarantaD033;Venepaikat;Kävelyaisa 4x10x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701541.6331000011;23457585.448350001
LauttarantaD034;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701551.910649999;23457574.945
LauttarantaD035;Venepaikat;Kävelyaisa 4x10x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701542.3572000004;23457590.6745
LauttarantaD036;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701552.4015077874;23457578.488981094
LauttarantaD037;Venepaikat;Kävelyaisa 4x10x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701542.9700500006;23457595.059450001
LauttarantaD038;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2022-05-12 18:54:48.177;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701552.8807922127;23457582.114318904
LauttarantaD039;Venepaikat;Kävelyaisa 4x10x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701543.7212281907;23457600.401652906
LauttarantaD040;Venepaikat;Aisapaikka 3.2x8x1.7 m;Satama: Lauttaranta;Paattynyt;2022-03-01 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701553.369251404;23457585.706675287
LauttarantaD041;Venepaikat;Kävelyaisa 4x10x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701544.3031000001;23457604.775000002
LauttarantaD042;Venepaikat;Aisapaikka 3.2x8x1.7 m;Satama: Lauttaranta;Paattynyt;2020-03-01 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701553.8675295962;23457589.211778194
LauttarantaD043;Venepaikat;Kävelyaisa 4x10x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;500.0000;24.00;1;6701545.0310999993;23457609.977949999
LauttarantaD044;Venepaikat;Aisapaikka 3.2x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701554.367492212;23457592.784418903
LauttarantaD045;Venepaikat;Kävelyaisa 4x12x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;596.7800;24.00;1;6701544.6497500008;23457614.456
LauttarantaD046;Venepaikat;Aisapaikka 3.2x8x1.7 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701554.8975077877;23457596.523281097
LauttarantaD047;Venepaikat;Kävelyaisa 4x12x1.7 m;Satama: Lauttaranta;Paattynyt;2022-07-19 06:31:48.833;0 - Julkisesti;Kylla - julkisesti;596.7800;24.00;1;6701545.4330713246;23457619.836697716
